mine_id,injured_person_age,injured_person_gender,injured_person_occupation
4601436,30,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601436,63,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601436,31,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601436,44,Male,"Shuttle car operator, Mantrip operator, Ramcar operator, Rail runner, Buggy operator"
4601436,43,Male,"Scoop tram operator, Load/Haul/Dump operator"
4601436,29,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601436,41,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601436,41,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601436,27,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601436,43,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601436,64,Male,Rock duster
4601436,26,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601436,47,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601436,40,Male,Timberman
4601436,51,Female,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601436,35,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601436,-1,Unknown,Unknown
4601436,53,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,39,Male,"Motorman, Motor person, Swamper, Switchman, Locomotive operator"
4601437,40,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,23,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,28,Male,"Miner, NEC"
4601437,53,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,56,Male,"Trackman, Track worker, Track gang"
4601437,35,Male,Rock duster
4601437,38,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,57,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,36,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,32,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,22,Female,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,54,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,30,Male,"LW Propman, Propman helper, Move crew if LW, Move-up man, Jacksetter, Advanceman LW helper"
4601437,20,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,60,Male,"Shuttle car operator, Mantrip operator, Ramcar operator, Rail runner, Buggy operator"
4601437,22,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,29,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,51,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,-1,Unknown,Unknown
4601437,50,Male,"Belt foreman, Maintenance foreman, Maintenance supervisor"
4601437,45,Male,Headgate operator
4601437,50,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,26,Male,"Trackman, Track worker, Track gang"
4601437,37,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,49,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,30,Male,"Shuttle car operator, Mantrip operator, Ramcar operator, Rail runner, Buggy operator"
4601437,32,Male,"Motorman, Motor person, Swamper, Switchman, Locomotive operator"
4601437,37,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,38,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601437,28,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,52,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601437,34,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,29,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,23,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,38,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,52,Female,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,53,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,-1,Unknown,Unknown
4601437,-1,Unknown,Unknown
4601437,47,Male,"Master mechanic, Foreman, Supervisor"
4601437,22,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,31,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601437,40,Female,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,54,Male,"Utility man, Errand boy, Service truck operator"
4601437,58,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,-1,Unknown,Unknown
4601437,28,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,61,Male,"Assayer, Geologist, Metallurgist, Engineer, Engineer management"
4601437,43,Male,"Trackman, Track worker, Track gang"
4601437,35,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,-1,Unknown,Unknown
4601437,-1,Unknown,Unknown
4601437,26,Male,"Continuous miner operator, Coal mole operator"
4601437,29,Male,"Continuous miner operator, Coal mole operator"
4601437,-1,Unknown,Unknown
4601437,47,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601437,49,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,35,Male,"LW Propman, Propman helper, Move crew if LW, Move-up man, Jacksetter, Advanceman LW helper"
4601437,28,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,34,Male,"Miner, NEC"
4601437,42,Male,"Motorman, Motor person, Swamper, Switchman, Locomotive operator"
4601437,-1,Unknown,Unknown
4601437,31,Male,"Mine manager, Mine foreman, Mine owner"
4601437,50,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,46,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,32,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,34,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,38,Male,"Utility man, Errand boy, Service truck operator"
4601437,28,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601437,56,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,48,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,25,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,40,Male,"Supply man, Supply worker, Nipper"
4601437,30,Male,"Belt foreman, Maintenance foreman, Maintenance supervisor"
4601437,29,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,31,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,18,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,19,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,-1,Unknown,Unknown
4601437,44,Female,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,51,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,35,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,38,Male,"LW Propman, Propman helper, Move crew if LW, Move-up man, Jacksetter, Advanceman LW helper"
4601437,25,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,50,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,42,Male,"Belt foreman, Maintenance foreman, Maintenance supervisor"
4601437,26,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601437,42,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601437,27,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601437,27,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,31,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601968,53,Male,"LW Propman, Propman helper, Move crew if LW, Move-up man, Jacksetter, Advanceman LW helper"
4601968,33,Male,"Utility man, Errand boy, Service truck operator"
4601968,30,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601968,26,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601968,32,Male,"Roof bolter, Rock bolter, Pinner, Mobile roof support operator (MRS)"
4601968,28,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601968,44,Male,"Laborer, Bull gang, Parts runner, Roustabout, Roof trimmer/scaler"
4601968,50,Male,"Belt cleaner, Picker"
4601968,28,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601968,34,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601968,29,Male,"Longwall operator, Chock operator, Shear operator, Plow operator"
4601968,-1,Unknown,Unknown
4601968,39,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601968,36,Male,"Shuttle car operator, Mantrip operator, Ramcar operator, Rail runner, Buggy operator"
4601968,64,Male,"Laborer, Bull gang, Faceman, Parts runner, Roustabout, Roof trimmer/scaler"
4601968,32,Male,"Belt foreman, Maintenance foreman, Maintenance supervisor"
4601968,39,Male,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman"
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,49,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601968,-1,Unknown,Unknown
4601968,26,Male,"Belt cleaner, Picker"
4601968,-1,Unknown,Unknown
4601968,26,Male,Pumper
4601968,30,Male,"Maintenance man, Mechanic, Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech"
4601968,61,Male,"Utility man, Shift tech, Service/Dump truck operator"
4601968,-1,Unknown,Unknown
4601968,37,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601968,22,Male,"Belt cleaner, Picker"
4601968,40,Male,"Beltman, Conveyor man and belt worker, Mobile bridge carrierman, Feeder operator, Conveyor rider"
4601968,31,Male,"Motorman, Motor person, Swamper, Switchman, Locomotive operator"
4601968,37,Male,"Bull gang foreman, Labor foreman, Leadman, Section foreman, Shift boss"
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,-1,Unknown,Unknown
4601968,22,Male,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman"
4601968,37,Male,"Motorman, Motor person, Swamper, Switchman, Locomotive operator"
